Unit Type,Unit Boundary Name,Name,StartPointX,StartPointY,EndPointX,EndPointY,Length
E,R0185,UTILITY,-102.1371021,-256.4772306,-102.1371021,-256.2532468,0.223983833
E,R0186,UTILITY,-102.1371021,-256.2532468,-102.1371021,-255.6386634,0.614583333
E,R0187,HVAC,-104.9704354,-262.9303301,-104.9704354,-265.3268145,2.396484375
E,R0188,HVAC,-104.9704354,-265.3268145,-102.1371021,-265.3268145,2.833333333
E,R0189,HVAC,-102.1371021,-265.3268145,-102.1371021,-262.9303301,2.396484375
E,R0190,HVAC,-102.1371021,-262.9303301,-104.9704354,-262.9303301,2.833333333
E,R0191,BEDROOM 1,-79.2516007,-280.8730401,-79.2516007,-266.7434811,14.129559
E,R0192,BEDROOM 1,-79.2516007,-266.7434811,-83.7516007,-266.7434811,4.5
E,R0193,BEDROOM 1,-83.7516007,-266.7434811,-83.7516007,-261.5344968,5.208984375
E,R0194,BEDROOM 1,-83.7516007,-261.5344968,-87.27243404,-261.5344968,3.520833333
E,R0195,BEDROOM 1,-87.27243404,-261.5344968,-87.27243404,-266.7851478,5.250651042
E,R0196,BEDROOM 1,-87.27243404,-266.7851478,-89.59529388,-266.7851478,2.322859842
E,R0197,BEDROOM 1,-89.59529388,-266.7851478,-89.59529388,-266.8413145,0.056166667
E,R0198,BEDROOM 1,-89.59529388,-266.8413145,-89.59529388,-278.8814568,12.04014233
E,R0199,BEDROOM 1,-89.59529388,-278.8814568,-89.59529388,-279.2792901,0.397833333
E,R0200,BEDROOM 1,-89.59529388,-279.2792901,-89.59529388,-279.3834568,0.104166667
E,R0201,BEDROOM 1,-89.59529388,-279.3834568,-89.59529388,-281.5969985,2.213541667
E,R0202,BEDROOM 1,-89.59529388,-281.5969985,-79.2516007,-281.5969985,10.34369317
E,R0203,BEDROOM 1,-79.2516007,-281.5969985,-79.2516007,-280.8730401,0.723958333
E,R0204,CLOSET 1,-79.2516007,-266.3476478,-79.2516007,-261.5344968,4.813151042
E,R0205,CLOSET 1,-79.2516007,-261.5344968,-83.35576737,-261.5344968,4.104166667
E,R0206,CLOSET 1,-83.35576737,-261.5344968,-83.35576737,-266.3476478,4.813151042
E,R0207,CLOSET 1,-83.35576737,-266.3476478,-79.2516007,-266.3476478,4.104166667
E,R0208,BATHROOM 1,-79.2516007,-261.1386634,-79.2516007,-255.6386634,5.5
E,R0209,BATHROOM 1,-79.2516007,-255.6386634,-87.27243404,-255.6386634,8.020833333
E,R0210,BATHROOM 1,-87.27243404,-255.6386634,-87.27243404,-261.1386634,5.5
E,R0211,BATHROOM 1,-87.27243404,-261.1386634,-83.55368404,-261.1386634,3.71875
E,R0212,BATHROOM 1,-83.55368404,-261.1386634,-79.2516007,-261.1386634,4.302083333
E,R0213,KITCHEN,-87.83493404,-255.6386634,-95.95993404,-255.6386634,8.125
E,R0214,KITCHEN,-95.95993404,-255.6386634,-95.95993404,-256.2532468,0.614583333
E,R0215,KITCHEN,-95.95993404,-256.2532468,-95.95993404,-256.4772306,0.223983833
E,R0216,KITCHEN,-95.95993404,-256.4772306,-95.95993404,-258.2018145,1.724583876
E,R0217,KITCHEN,-95.95993404,-258.2018145,-96.35576737,-258.2018145,0.395833333
E,R0218,KITCHEN,-96.35576737,-258.2018145,-96.35576737,-261.3893145,3.1875
E,R0219,KITCHEN,-96.35576737,-261.3893145,-95.26201737,-261.3893145,1.09375
E,R0220,KITCHEN,-95.26201737,-261.3893145,-95.26201737,-266.3893145,5
E,R0221,KITCHEN,-95.26201737,-266.3893145,-90.29521054,-266.3893145,4.966806825
E,R0222,KITCHEN,-90.29521054,-266.3893145,-89.79321054,-266.3893145,0.502
E,R0223,KITCHEN,-89.79321054,-266.3893145,-87.83493404,-266.3893145,1.958276508
E,R0224,KITCHEN,-87.83493404,-266.3893145,-87.83493404,-261.3365801,5.052734375
E,R0225,KITCHEN,-87.83493404,-261.3365801,-87.83493404,-255.6386634,5.697916667
E,R0226,ENTRY,-96.35576737,-256.4719968,-101.7412687,-256.4719968,5.385501361
E,R0227,ENTRY,-101.7412687,-256.4719968,-101.7412687,-259.2844968,2.8125
E,R0228,ENTRY,-101.7412687,-259.2844968,-104.9704354,-259.2844968,3.229166667
E,R0229,ENTRY,-104.9704354,-259.2844968,-104.9704354,-261.3365801,2.052083333
E,R0230,ENTRY,-104.9704354,-261.3365801,-104.9704354,-262.5344968,1.197916667
E,R0231,ENTRY,-104.9704354,-262.5344968,-101.7412687,-262.5344968,3.229166667
E,R0232,ENTRY,-101.7412687,-262.5344968,-101.7412687,-265.5507728,3.016276042
E,R0233,ENTRY,-101.7412687,-265.5507728,-101.7412687,-265.7747311,0.223958333
E,R0234,ENTRY,-101.7412687,-265.7747311,-101.7412687,-266.3893145,0.614583333
E,R0235,ENTRY,-101.7412687,-266.3893145,-101.4371854,-266.3893145,0.304083333
E,R0236,ENTRY,-101.4371854,-266.3893145,-96.35576737,-266.3893145,5.081418028
E,R0237,ENTRY,-96.35576737,-266.3893145,-96.35576737,-261.3893145,5
E,R0238,ENTRY,-96.35576737,-261.3893145,-96.35576737,-258.2018145,3.1875
E,R0239,ENTRY,-96.35576737,-258.2018145,-96.35576737,-256.4719968,1.729817708
F,R0021,KITCHEN,106.2588457,46.69401886,106.2588457,42.54818553,4.145833333
F,R0022,KITCHEN,106.2588457,42.54818553,109.8311268,42.54818553,3.572281068
F,R0023,KITCHEN,109.8311268,42.54818553,112.6332101,42.54818553,2.802083333
F,R0024,KITCHEN,112.6332101,42.54818553,112.6332101,42.15235219,0.395833333
F,R0025,KITCHEN,112.6332101,42.15235219,110.1123768,42.15235219,2.520833333
F,R0026,KITCHEN,110.1123768,42.15235219,110.1123768,38.91276886,3.239583333
F,R0027,KITCHEN,110.1123768,38.91276886,110.1123768,35.90235219,3.010416667
F,R0028,KITCHEN,110.1123768,35.90235219,118.8623768,35.90235219,8.75
F,R0029,KITCHEN,118.8623768,35.90235219,118.8623768,41.60026886,5.697916667
F,R0030,KITCHEN,118.8623768,41.60026886,118.8623768,45.90235219,4.302083333
F,R0031,KITCHEN,118.8623768,45.90235219,114.0088728,45.90235219,4.853504005
F,R0032,KITCHEN,114.0088728,45.90235219,114.0088728,46.69401886,0.791666667
F,R0033,KITCHEN,114.0088728,46.69401886,106.2588457,46.69401886,7.750027063
F,R0072,BEDROOM 1,91.51923263,56.77188103,91.51923263,44.07943553,12.6924455
F,R0073,BEDROOM 1,91.51923263,44.07943553,97.1858146,44.07943553,5.666581972
F,R0074,BEDROOM 1,97.1858146,44.07943553,97.1858146,38.92318553,5.15625
F,R0075,BEDROOM 1,97.1858146,38.92318553,101.6858146,38.92318553,4.5
F,R0076,BEDROOM 1,101.6858146,38.92318553,101.6858146,39.68360219,0.760416667
F,R0077,BEDROOM 1,101.6858146,39.68360219,101.6858146,42.43360219,2.75
F,R0078,BEDROOM 1,101.6858146,42.43360219,101.6858146,56.27502667,13.84142448
F,R0079,BEDROOM 1,101.6858146,56.27502667,101.6858146,56.77702667,0.502
F,R0080,BEDROOM 1,101.6858146,56.77702667,101.6858146,58.9854227,2.208396025
F,R0081,BEDROOM 1,101.6858146,58.9854227,91.51923263,58.9854227,10.16658197
F,R0082,BEDROOM 1,91.51923263,58.9854227,91.51923263,56.77188103,2.213541667
F,R0083,BATHROOM 1,91.51923263,33.02735219,101.6858146,33.02735219,10.16658197
F,R0084,BATHROOM 1,101.6858146,33.02735219,101.6858146,33.64193553,0.614583333
F,R0085,BATHROOM 1,101.6858146,33.64193553,101.6858146,33.86591936,0.223983833
F,R0086,BATHROOM 1,101.6858146,33.86591936,101.6858146,38.52735219,4.661432834
F,R0087,BATHROOM 1,101.6858146,38.52735219,96.98789794,38.52735219,4.697916667
F,R0088,BATHROOM 1,96.98789794,38.52735219,91.51923263,38.52735219,5.468665306
F,R0089,BATHROOM 1,91.51923263,38.52735219,91.51923263,33.02735219,5.5
F,R0090,CLOSET 2,127.4457101,41.79818553,127.4457101,46.40235219,4.604166667
F,R0091,CLOSET 2,127.4457101,46.40235219,126.5707101,46.40235219,0.875
F,R0092,CLOSET 2,126.5707101,46.40235219,126.0687101,46.40235219,0.502
F,R0093,CLOSET 2,126.0687101,46.40235219,123.3415435,46.40235219,2.727166667
F,R0094,CLOSET 2,123.3415435,46.40235219,123.3415435,41.79818553,4.604166667
F,R0095,CLOSET 2,123.3415435,41.79818553,127.4457101,41.79818553,4.104166667
F,R0096,BEDROOM 2,126.1123768,46.79818553,126.1123768,57.65208936,10.85390384
F,R0097,BEDROOM 2,126.1123768,57.65208936,114.4047061,57.65208936,11.70767067
F,R0098,BEDROOM 2,114.4047061,57.65208936,114.4047061,56.77702667,0.875062692
F,R0099,BEDROOM 2,114.4047061,56.77702667,114.4047061,56.27502667,0.502
F,R0100,BEDROOM 2,114.4047061,56.27502667,114.4047061,46.69401886,9.581007812
F,R0101,BEDROOM 2,114.4047061,46.69401886,114.4047061,46.29818553,0.395833333
F,R0102,BEDROOM 2,114.4047061,46.29818553,119.4248768,46.29818553,5.020170672
F,R0103,BEDROOM 2,119.4248768,46.29818553,119.4248768,41.79818553,4.5
F,R0104,BEDROOM 2,119.4248768,41.79818553,122.9457101,41.79818553,3.520833333
F,R0105,BEDROOM 2,122.9457101,41.79818553,122.9457101,46.79818553,5
F,R0106,BEDROOM 2,122.9457101,46.79818553,126.1123768,46.79818553,3.166666667
F,R0107,LIVING ROOM,114.0088728,56.31869334,102.0816479,56.31869334,11.92722485
F,R0108,LIVING ROOM,102.0816479,56.31869334,102.0816479,42.43360219,13.88509115
F,R0109,LIVING ROOM,102.0816479,42.43360219,106.1748768,42.43360219,4.093228858
F,R0110,LIVING ROOM,106.1748768,42.43360219,106.2588457,42.43360219,0.083968932
F,R0111,LIVING ROOM,106.2588457,42.43360219,106.2588457,42.85226886,0.418666667
F,R0112,LIVING ROOM,106.2588457,42.85226886,106.2588457,46.69401886,3.84175
F,R0113,LIVING ROOM,106.2588457,46.69401886,114.0088728,46.69401886,7.750027063
F,R0114,LIVING ROOM,114.0088728,46.69401886,114.0088728,56.31869334,9.624674479
F,R0128,HVAC,106.5707101,35.90235219,109.5498768,35.90235219,2.979166667
F,R0129,HVAC,109.5498768,35.90235219,109.5498768,38.63151886,2.729166667
F,R0130,HVAC,109.5498768,38.63151886,106.5707101,38.63151886,2.979166667
F,R0131,HVAC,106.5707101,38.63151886,106.5707101,35.90235219,2.729166667
F,R0132,CLOSET 1,91.51923263,43.68360219,91.51923263,38.92318553,4.760416667
F,R0133,CLOSET 1,91.51923263,38.92318553,96.78998127,38.92318553,5.270748639
F,R0134,CLOSET 1,96.78998127,38.92318553,96.78998127,43.68360219,4.760416667
F,R0135,CLOSET 1,96.78998127,43.68360219,91.51923263,43.68360219,5.270748639
F,R0136,BATHROOM 2,127.4457101,35.90235219,127.4457101,41.40235219,5.5
F,R0137,BATHROOM 2,127.4457101,41.40235219,123.1436268,41.40235219,4.302083333
F,R0138,BATHROOM 2,123.1436268,41.40235219,119.4248768,41.40235219,3.71875
F,R0139,BATHROOM 2,119.4248768,41.40235219,119.4248768,35.90235219,5.5
F,R0140,BATHROOM 2,119.4248768,35.90235219,127.4457101,35.90235219,8.020833333
F,R0141,ENTRY,106.1748768,38.91276886,106.2588457,38.91276886,0.083968932
F,R0142,ENTRY,106.2588457,38.91276886,106.2588457,39.68360219,0.770833333
F,R0143,ENTRY,106.2588457,39.68360219,106.1748768,39.68360219,0.083968932
F,R0144,ENTRY,106.1748768,39.68360219,106.1748768,42.43360219,2.75
F,R0145,ENTRY,106.1748768,42.43360219,102.0816479,42.43360219,4.093228858
F,R0146,ENTRY,102.0816479,42.43360219,102.0816479,39.68360219,2.75
F,R0147,ENTRY,102.0816479,39.68360219,102.0816479,38.72526886,0.958333333
F,R0148,ENTRY,102.0816479,38.72526886,102.0816479,33.86068553,4.864583333
F,R0149,ENTRY,102.0816479,33.86068553,106.2790435,33.86068553,4.197395524
F,R0150,ENTRY,106.2790435,33.86068553,106.2790435,35.32943553,1.46875
F,R0151,ENTRY,106.2790435,35.32943553,106.1748768,35.32943553,0.104166667
F,R0152,ENTRY,106.1748768,35.32943553,106.1748768,35.83143553,0.502
F,R0153,ENTRY,106.1748768,35.83143553,106.1748768,38.91276886,3.081333333
F,R0624,UTILITY,106.7108457,42.15235219,106.5707101,42.15235219,0.140135598
F,R0625,UTILITY,106.5707101,42.15235219,106.5707101,39.19401886,2.958333333
F,R0626,UTILITY,106.5707101,39.19401886,109.5498768,39.19401886,2.979166667
F,R0627,UTILITY,109.5498768,39.19401886,109.5498768,42.15235219,2.958333333
F,R0628,UTILITY,109.5498768,42.15235219,106.7108457,42.15235219,2.839031068
G,R0334,BEDROOM 2,-119.8453507,-76.67056447,-119.8453507,-87.00384098,10.33327651
G,R0335,BEDROOM 2,-119.8453507,-87.00384098,-118.9703507,-87.00384098,0.875
G,R0336,BEDROOM 2,-118.9703507,-87.00384098,-118.4683507,-87.00384098,0.502
G,R0337,BEDROOM 2,-118.4683507,-87.00384098,-106.4226411,-87.00384098,12.04570958
G,R0338,BEDROOM 2,-106.4226411,-87.00384098,-106.3664745,-87.00384098,0.056166667
G,R0339,BEDROOM 2,-106.3664745,-87.00384098,-106.3664745,-84.67056447,2.333276508
G,R0340,BEDROOM 2,-106.3664745,-84.67056447,-101.1164745,-84.67056447,5.25
G,R0341,BEDROOM 2,-101.1164745,-84.67056447,-101.1164745,-81.16014781,3.510416667
G,R0342,BEDROOM 2,-101.1164745,-81.16014781,-106.3664745,-81.16014781,5.25
G,R0343,BEDROOM 2,-106.3664745,-81.16014781,-106.3664745,-76.67056447,4.489583333
G,R0344,BEDROOM 2,-106.3664745,-76.67056447,-119.8453507,-76.67056447,13.47887624
G,R0345,CLOSET 2,-101.1164745,-76.67056447,-105.9706411,-76.67056447,4.854166667
G,R0346,CLOSET 2,-105.9706411,-76.67056447,-105.9706411,-80.76431447,4.09375
G,R0347,CLOSET 2,-105.9706411,-80.76431447,-101.1164745,-80.76431447,4.854166667
G,R0348,CLOSET 2,-101.1164745,-80.76431447,-101.1164745,-76.67056447,4.09375
G,R0349,BATHROOM 2,-95.22064113,-84.67056447,-95.22064113,-76.67056447,8
G,R0350,BATHROOM 2,-95.22064113,-76.67056447,-100.7206411,-76.67056447,5.5
G,R0351,BATHROOM 2,-100.7206411,-76.67056447,-100.7206411,-80.96223114,4.291666667
G,R0352,BATHROOM 2,-100.7206411,-80.96223114,-100.7206411,-84.67056447,3.708333333
G,R0353,BATHROOM 2,-100.7206411,-84.67056447,-95.22064113,-84.67056447,5.5
G,R0354,CLOSET 1,-107.0429769,-110.6393145,-107.0429769,-112.3053301,1.666015625
G,R0355,CLOSET 1,-107.0429769,-112.3053301,-98.88701737,-112.3053301,8.155959576
G,R0356,CLOSET 1,-98.88701737,-112.3053301,-98.88701737,-109.1809811,3.124348958
G,R0357,CLOSET 1,-98.88701737,-109.1809811,-103.2831411,-109.1809811,4.396123757
G,R0358,CLOSET 1,-103.2831411,-109.1809811,-103.2831411,-107.4309811,1.75
G,R0359,CLOSET 1,-103.2831411,-107.4309811,-107.0432674,-107.4309811,3.760126243
G,R0360,CLOSET 1,-107.0432674,-107.4309811,-107.0432674,-109.8039811,2.373
G,R0361,CLOSET 1,-107.0432674,-109.8039811,-107.0432674,-110.6393145,0.835333333
G,R0362,BATHROOM 1,-98.88701737,-105.5761634,-95.2203507,-105.5761634,3.666666667
G,R0363,BATHROOM 1,-95.2203507,-105.5761634,-95.2203507,-99.13939917,6.436764264
G,R0364,BATHROOM 1,-95.2203507,-99.13939917,-95.83493404,-99.13939917,0.614583333
G,R0365,BATHROOM 1,-95.83493404,-99.13939917,-96.05891787,-99.13939917,0.223983833
G,R0366,BATHROOM 1,-96.05891787,-99.13939917,-100.2203507,-99.13939917,4.161432834
G,R0367,BATHROOM 1,-100.2203507,-99.13939917,-100.2203507,-102.2851478,3.145748639
G,R0368,BATHROOM 1,-100.2203507,-102.2851478,-102.8873078,-102.2851478,2.66695709
G,R0369,BATHROOM 1,-102.8873078,-102.2851478,-102.8873078,-107.2330645,4.947916667
G,R0370,BATHROOM 1,-102.8873078,-107.2330645,-102.8873078,-108.6184811,1.385416667
G,R0371,BATHROOM 1,-102.8873078,-108.6184811,-98.88701737,-108.6184811,4.000290424
G,R0372,BATHROOM 1,-98.88701737,-108.6184811,-98.88701737,-105.5761634,3.042317708
G,R0373,BEDROOM 1,-119.8453507,-109.8476478,-107.4391007,-109.8476478,12.40625
G,R0374,BEDROOM 1,-107.4391007,-109.8476478,-107.4391007,-107.0351478,2.8125
G,R0375,BEDROOM 1,-107.4391007,-107.0351478,-103.2831411,-107.0351478,4.155959576
G,R0376,BEDROOM 1,-103.2831411,-107.0351478,-103.2831411,-102.2851478,4.75
G,R0377,BEDROOM 1,-103.2831411,-102.2851478,-103.959934,-102.2851478,0.67679291
G,R0378,BEDROOM 1,-103.959934,-102.2851478,-107.3870174,-102.2851478,3.427083333
G,R0379,BEDROOM 1,-107.3870174,-102.2851478,-107.3870174,-99.13939917,3.145748639
G,R0380,BEDROOM 1,-107.3870174,-99.13939917,-118.4683507,-99.13939917,11.08133333
G,R0381,BEDROOM 1,-118.4683507,-99.13939917,-118.9703507,-99.13939917,0.502
G,R0382,BEDROOM 1,-118.9703507,-99.13939917,-119.8453507,-99.13939917,0.875
G,R0383,BEDROOM 1,-119.8453507,-99.13939917,-119.8453507,-109.8476478,10.70824864
G,R0384,UTILITY,-103.7620174,-99.13939917,-103.7620174,-101.8893145,2.749915306
G,R0385,UTILITY,-103.7620174,-101.8893145,-103.0852245,-101.8893145,0.67679291
G,R0386,UTILITY,-103.0852245,-101.8893145,-100.616184,-101.8893145,2.469040424
G,R0387,UTILITY,-100.616184,-101.8893145,-100.616184,-99.13939917,2.749915306
G,R0388,UTILITY,-100.616184,-99.13939917,-103.7620174,-99.13939917,3.145833333
G,R0389,HVAC,-104.1578507,-101.8893145,-104.1578507,-99.13939917,2.749915306
G,R0390,HVAC,-104.1578507,-99.13939917,-106.6998078,-99.13939917,2.54195709
G,R0391,HVAC,-106.6998078,-99.13939917,-106.991184,-99.13939917,0.291376243
G,R0392,HVAC,-106.991184,-99.13939917,-106.991184,-101.8893145,2.749915306
G,R0393,HVAC,-106.991184,-101.8893145,-104.1578507,-101.8893145,2.833333333
G,R0394,KITCHEN,-95.22064113,-93.89968866,-95.22064113,-85.23306447,8.666624184
G,R0395,KITCHEN,-95.22064113,-85.23306447,-100.9185578,-85.23306447,5.697916667
G,R0396,KITCHEN,-100.9185578,-85.23306447,-105.9706411,-85.23306447,5.052083333
G,R0397,KITCHEN,-105.9706411,-85.23306447,-105.9706411,-87.20175765,1.968693175
G,R0398,KITCHEN,-105.9706411,-87.20175765,-105.9706411,-87.70375765,0.502
G,R0399,KITCHEN,-105.9706411,-87.70375765,-105.9706411,-92.67056447,4.966806825
G,R0400,KITCHEN,-105.9706411,-92.67056447,-101.5331411,-92.67056447,4.4375
G,R0401,KITCHEN,-101.5331411,-92.67056447,-101.5331411,-94.06635533,1.395790851
G,R0402,KITCHEN,-101.5331411,-94.06635533,-98.03314113,-94.06635533,3.5
G,R0403,KITCHEN,-98.03314113,-94.06635533,-98.03314113,-93.86843866,0.197916667
G,R0404,KITCHEN,-98.03314113,-93.86843866,-96.05891787,-93.86843866,1.974223258
G,R0405,KITCHEN,-96.05891787,-93.86843866,-95.83493404,-93.86843866,0.223983833
G,R0406,KITCHEN,-95.83493404,-93.86843866,-95.83493404,-93.89968866,0.03125
G,R0407,KITCHEN,-95.83493404,-93.89968866,-95.22064113,-93.89968866,0.61429291
G,R0408,ENTRY,-96.05368404,-98.74356584,-96.05368404,-94.26427199,4.479293843
G,R0409,ENTRY,-96.05368404,-94.26427199,-98.03314113,-94.26427199,1.97945709
G,R0410,ENTRY,-98.03314113,-94.26427199,-98.03314113,-94.06635533,0.197916667
G,R0411,ENTRY,-98.03314113,-94.06635533,-101.5331411,-94.06635533,3.5
G,R0412,ENTRY,-101.5331411,-94.06635533,-101.5331411,-93.06639781,0.999957518
G,R0413,ENTRY,-101.5331411,-93.06639781,-105.9706411,-93.06639781,4.4375
G,R0414,ENTRY,-105.9706411,-93.06639781,-105.9706411,-93.56634098,0.499943175
G,R0415,ENTRY,-105.9706411,-93.56634098,-106.6998078,-93.56634098,0.729166667
G,R0416,ENTRY,-106.6998078,-93.56634098,-106.6998078,-98.74356584,5.177224853
G,R0417,ENTRY,-106.6998078,-98.74356584,-103.959934,-98.74356584,2.739873757
G,R0418,ENTRY,-103.959934,-98.74356584,-100.4182674,-98.74356584,3.541666667
G,R0419,ENTRY,-100.4182674,-98.74356584,-96.05368404,-98.74356584,4.364583333
G,R0420,LIVING ROOM,-105.9706411,-87.39967432,-118.5120174,-87.39967432,12.54137624
G,R0421,LIVING ROOM,-118.5120174,-87.39967432,-118.5120174,-98.74356584,11.34389152
G,R0422,LIVING ROOM,-118.5120174,-98.74356584,-107.1891007,-98.74356584,11.32291667
G,R0423,LIVING ROOM,-107.1891007,-98.74356584,-106.6998078,-98.74356584,0.48929291
G,R0424,LIVING ROOM,-106.6998078,-98.74356584,-106.6998078,-93.56634098,5.177224853
G,R0425,LIVING ROOM,-106.6998078,-93.56634098,-106.6998078,-93.06639781,0.499943175
G,R0426,LIVING ROOM,-106.6998078,-93.06639781,-105.9706411,-93.06639781,0.729166667
G,R0427,LIVING ROOM,-105.9706411,-93.06639781,-105.9706411,-92.86848114,0.197916667
G,R0428,LIVING ROOM,-105.9706411,-92.86848114,-105.9706411,-87.39967432,5.468806825
